id,name,url,img_url,category,location,booked_counts,discount_percentage,item_count,page_count,created_dt,last_updated_dt,zeroflag
779,"Restoran Bangkok House (Sunway Giza)",http://offpeak.my/restaurant/779/restoran-bangkok-house-sunway-giza,http://offpeak.my/assets/restaurant/779/gallery/af0e733ea14befbae0b4077e73100499_sq.jpg,Thai,Selangor,90,20%,8,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
780,"Restoran Bangkok House (1 Mont Kiara Mall)",http://offpeak.my/restaurant/780/restoran-bangkok-house-1-mont-kiara-mall,http://offpeak.my/assets/restaurant/780/gallery/64290a3ff17151b7d29099150f81cd66_sq.jpg,Thai,Selangor,99,15%,9,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
781,"Restoran Bangkok House (TTDI)",http://offpeak.my/restaurant/781/restoran-bangkok-house-ttdi,http://offpeak.my/assets/restaurant/781/gallery/44412fc879335d093975f7284a131436_sq.jpg,Thai,"Kuala Lumpur",94,15%,7,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
782,"Hui Lau Shan 许留山 (1 Utama)",http://offpeak.my/restaurant/782/hui-lau-shan-1-utama,http://offpeak.my/assets/restaurant/782/gallery/b0e014926110477b64ad2cdadd3471bc_sq.jpg,Dessert,Selangor,354,40%,13,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
783,"Hui Lau Shan 许留山 (Berjaya Times Square)",http://offpeak.my/restaurant/783/hui-lau-shan-berjaya-times-square,http://offpeak.my/assets/restaurant/783/gallery/987204cf87f922e5b59fef5159825f7f_sq.jpg,Dessert,"Kuala Lumpur",89,40%,15,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
784,"Hui Lau Shan 许留山 (Pavilion)",http://offpeak.my/restaurant/784/hui-lau-shan-pavilion,http://offpeak.my/assets/restaurant/784/gallery/3f936f1d8ad39be4582841775aa2118a_sq.jpg,Dessert,"Kuala Lumpur",92,40%,14,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
785,"Hui Lau Shan 许留山 (Plaza Gurney)",http://offpeak.my/restaurant/785/hui-lau-shan-plaza-gurney,http://offpeak.my/assets/restaurant/785/gallery/9b9cf315c95b4f25387f02a18063f99c_sq.jpg,Dessert,Penang,77,40%,4,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
787,"Hui Lau Shan 许留山 (Sunway Pyramid)",http://offpeak.my/restaurant/787/hui-lau-shan-sunway-pyramid,http://offpeak.my/assets/restaurant/787/gallery/170a7ad5f0fbf1d4357e610e44a5bea0_sq.jpg,Dessert,Selangor,494,40%,16,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
788,"Hui Lau Shan 许留山 (City Square,JB)",http://offpeak.my/restaurant/788/hui-lau-shan-city-squarejb,http://offpeak.my/assets/restaurant/788/gallery/0335f0dc50918908b8631d9043b25029_sq.jpg,Dessert,Johor,83,40%,2,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
789,"Hui Lau Shan 许留山 (Pahlawan Mall, Malacca)",http://offpeak.my/restaurant/789/hui-lau-shan-pahlawan-mall-malacca,http://offpeak.my/assets/restaurant/789/gallery/ca64f9b65bea0b71020d4c7b35afb651_sq.jpg,Dessert,Malacca,45,40%,5,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
790,"Hui Lau Shan 许留山 (Queensbay Mall)",http://offpeak.my/restaurant/790/hui-lau-shan-queensbay-mall,http://offpeak.my/assets/restaurant/790/gallery/ad6a7d501c5db79eb83fda3d7662a559_sq.jpg,Dessert,Penang,161,40%,3,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
791,"Hui Lau Shan 许留山 (IOI City Mall)",http://offpeak.my/restaurant/791/hui-lau-shan-ioi-city-mall,http://offpeak.my/assets/restaurant/791/gallery/38eb390ce85ddd933615ef50fb360539_sq.jpg,Dessert,Selangor,153,40%,17,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
793,"Hui Lau Shan 许留山 (Main Place)",http://offpeak.my/restaurant/793/hui-lau-shan-main-place,http://offpeak.my/assets/restaurant/793/gallery/34f80977d1df6c4e4f7e2c4906263378_sq.jpg,Dessert,Selangor,160,40%,18,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
795,"Hui Lau Shan 许留山 (Suria KLCC)",http://offpeak.my/restaurant/795/hui-lau-shan-suria-klcc,http://offpeak.my/assets/restaurant/795/gallery/ae4da3ee2d0f23edb94b487554d3c1b8_sq.jpg,Dessert,"Kuala Lumpur",111,40%,20,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
796,"Hui Lau Shan 许留山 (The Gardens)",http://offpeak.my/restaurant/796/hui-lau-shan-the-gardens,http://offpeak.my/assets/restaurant/796/gallery/df940ff15d7a52c475fd5d516ec5a748_sq.jpg,Dessert,"Kuala Lumpur",307,40%,19,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
798,"Hui Lau Shan 许留山 (Tropicana City Mall)",http://offpeak.my/restaurant/798/hui-lau-shan-tropicana-city-mall,http://offpeak.my/assets/restaurant/798/gallery/7df5bb54597af85b90486e44de9c2125_sq.jpg,Dessert,Selangor,351,40%,1,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
800,"Hui Lau Shan 许留山 (Sutera Mall, JB)",http://offpeak.my/restaurant/800/hui-lau-shan-sutera-mall-jb,http://offpeak.my/assets/restaurant/800/gallery/8645d457ff4cfe742d59c96a8c5fc95f_sq.jpg,Dessert,Johor,88,40%,6,57,"2017-04-28 11:52:54","2017-04-28 11:52:54",0
802,"De Mouth Cuisine 太湖地茂 (Ipoh)",http://offpeak.my/restaurant/802/de-mouth-cuisine-ipoh,http://offpeak.my/assets/restaurant/802/gallery/22b9afa1b3bde3aca5714cf7ef472d71_sq.jpg,Chinese,Perak,256,20%,6,31,"2017-04-28 11:52:32","2017-04-28 11:52:32",0
804,"Everyday Lifeshop Cafe (Ipoh)",http://offpeak.my/restaurant/804/everyday-lifeshop-cafe-ipoh,http://offpeak.my/assets/restaurant/804/gallery/1d7daf150465a5415f19f8dea04c8daf_sq.jpg,Café,Bistro,511,40%,1,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
805,"Pak Long Cafe (Ipoh)",http://offpeak.my/restaurant/805/pak-long-cafe-ipoh,http://offpeak.my/assets/restaurant/805/gallery/e02cd3bf58a7cd0dfe4ae13e2823240e_sq.jpg,Café,Bistro,315,20%,17,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
806,"The Sandwich Calorie Reckoner (Ipoh)",http://offpeak.my/restaurant/806/the-sandwich-calorie-reckoner-ipoh,http://offpeak.my/assets/restaurant/806/gallery/fa402cc4570aed2d79d89de3a373f6dd_sq.jpg,"Healthy eating",Perak,46,20%,16,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
807,"Browns Cafe (Ipoh)",http://offpeak.my/restaurant/807/browns-cafe-ipoh,http://offpeak.my/assets/restaurant/807/gallery/89be5d0fdb81328308ebf3321b204c9d_sq.jpg,Café,Bistro,562,30%,19,54,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
809,"El Negra Distro + Studio (Ipoh)",http://offpeak.my/restaurant/809/el-negra-distro-studio-ipoh,http://offpeak.my/assets/restaurant/809/gallery/3019b7c50a665c1e180c56c3860cc6bb_sq.jpg,Western,Perak,85,30%,2,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
813,"The Memoirs Cafe (Ipoh)",http://offpeak.my/restaurant/813/the-memoirs-cafe-ipoh,http://offpeak.my/assets/restaurant/813/gallery/57b2aec28892a6ae8380f228c55e1ddd_sq.JPG,Western,Perak,494,30%,18,54,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
817,"The Happy 8 Cafe (Ipoh)",http://offpeak.my/restaurant/817/the-happy-8-cafe-ipoh,http://offpeak.my/assets/restaurant/817/gallery/37beda5182bddc30946ffadf6713fde3_sq.jpg,Café,Bistro,1073,40%,4,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
818,"Coffeeright Place (Ipoh)",http://offpeak.my/restaurant/818/coffeeright-place-ipoh,http://offpeak.my/assets/restaurant/818/gallery/3a995fc0fc1e7906cd88eefc43737303_sq.jpg,Café,Bistro,287,10%,14,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
819,"History Bistroz (Ipoh)",http://offpeak.my/restaurant/819/history-bistroz-ipoh,http://offpeak.my/assets/restaurant/819/gallery/417e60844ef207f4ba99a00507b7ab98_sq.jpg,"Pub & Bar",Perak,58,20%,13,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
825,"Rooftop Restaurant & Bar (Ipoh)",http://offpeak.my/restaurant/825/rooftop-restaurant-bar-ipoh,http://offpeak.my/assets/restaurant/825/gallery/80e2b2664623cf0a0b506ecc2684c83d_sq.jpg,Western,Perak,637,20%,12,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
827,"Zakka Loft (Ipoh)",http://offpeak.my/restaurant/827/zakka-loft-ipoh,http://offpeak.my/assets/restaurant/827/gallery/52db8b13ec9524fc23fd40f06742b88d_sq.jpg,Café,Bistro,856,20%,11,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
831,"Ritz Recipe Cafe @ Ritz Garden Hotel (Ipoh)",http://offpeak.my/restaurant/831/ritz-recipe-cafe-at-ritz-garden-hotel-ipoh,http://offpeak.my/assets/restaurant/831/gallery/efb7f1a20bec144619b4eb2f329b5603_sq.jpg,Fusion,Perak,14,10%,10,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
832,"Jose & Deli Eatery (Ipoh)",http://offpeak.my/restaurant/832/jose-deli-eatery-ipoh,http://offpeak.my/assets/restaurant/832/gallery/9e87d7eb3c8f94e1d6fc814c496cfc4e_sq.jpg,Western,Perak,342,30%,16,3,"2017-04-28 11:52:08","2017-04-28 11:52:08",0
833,"Teaz (Ipoh)",http://offpeak.my/restaurant/833/teaz-ipoh,http://offpeak.my/assets/restaurant/833/gallery/b24e8b2e5579bc504e1b3ab0d2ed7d50_sq.jpg,Fusion,Perak,230,15%,9,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
836,"Konda Kondi Cafe (Ipoh)",http://offpeak.my/restaurant/836/konda-kondi-cafe-ipoh,http://offpeak.my/assets/restaurant/836/gallery/0574fe6a95ff426d95ce8c820a3b5097_sq.jpg,Western,Perak,250,15%,8,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
840,"Wheel Noodle @ TSG (Ipoh)",http://offpeak.my/restaurant/840/wheel-noodle-at-tsg-ipoh,http://offpeak.my/assets/restaurant/840/gallery/a2d3163a02c82b180586314d0b48e16f_sq.jpg,Thai,Perak,268,15%,7,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
844,"Mustard Sandwich House (Ipoh)",http://offpeak.my/restaurant/844/mustard-sandwich-house-ipoh,http://offpeak.my/assets/restaurant/844/gallery/97c6d2fa97506565c66fe7b773ecc40d_sq.jpg,Western,Perak,275,0%,6,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
845,"Cafe De Eight (Ipoh)",http://offpeak.my/restaurant/845/cafe-de-eight-ipoh,http://offpeak.my/assets/restaurant/845/gallery/46ee1ed14bd6a8f82b9283470f89eb5b_sq.jpg,Western,Perak,657,20%,5,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
857,"BBQ Chicken (Kelana Jaya)",http://offpeak.my/restaurant/857/bbq-chicken-kelana-jaya,https://s3-ap-southeast-1.amazonaws.com/offpeak/Malaysia/857/Restaurant_Gallery/58ede99999258_sq.jpg,Korean,Selangor,527,30%,8,21,"2017-04-28 11:52:24","2017-04-28 11:52:24",0
860,"BBQ Chicken (Bukit Indah,JB)",http://offpeak.my/restaurant/860/bbq-chicken-bukit-indahjb,http://offpeak.my/assets/restaurant/860/gallery/d5825608a01845a2af2a9335c011deb3_sq.jpg,Korean,Johor,97,30%,12,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
862,"BBQ Chicken (Wangsa Walk)",http://offpeak.my/restaurant/862/bbq-chicken-wangsa-walk,http://offpeak.my/assets/restaurant/862/gallery/dfae353874e6cc66bd8208564b5aa806_sq.jpg,Korean,"Kuala Lumpur",124,30%,10,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
864,"BBQ Chicken (Setapak Central)",http://offpeak.my/restaurant/864/bbq-chicken-setapak-central,http://offpeak.my/assets/restaurant/864/gallery/0eb52d332bbb9ceac059dd50ce8c626b_sq.jpg,Korean,"Kuala Lumpur",144,20%,11,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
865,"MUMBAI DELIGHTS (Plaza Mont Kiara)",http://offpeak.my/restaurant/865/mumbai-delights-plaza-mont-kiara,http://offpeak.my/assets/restaurant/865/gallery/2f50db196e77b6b4ac6586ae82a6bfcf_sq.JPG,Vegetarian,"Kuala Lumpur",123,20%,9,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
868,"Kalamazoo Restaurant & Cafe (Aman Suria)",http://offpeak.my/restaurant/868/kalamazoo-restaurant-cafe-aman-suria,http://offpeak.my/assets/restaurant/868/gallery/544b7905a94212faf7bef194b6b2df84_sq.jpg,American,Selangor,48,15%,8,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
872,"Nosh Up (Atria Shopping Gallery)",http://offpeak.my/restaurant/872/nosh-up-atria-shopping-gallery,http://offpeak.my/assets/restaurant/872/gallery/58020f53090f4da9fb31a9f27d3a6cc3_sq.jpg,Western,Selangor,3634,30%,7,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
873,"Nosh Up (Jaya Shopping Centre)",http://offpeak.my/restaurant/873/nosh-up-jaya-shopping-centre,http://offpeak.my/assets/restaurant/873/gallery/c224281c0a31625f5e05d5ed7ef4ddea_sq.jpg,Western,Selangor,1820,25%,6,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
874,"26T Tawainese Snacks (1 Mont Kiara)",http://offpeak.my/restaurant/874/26t-tawainese-snacks-1-mont-kiara,http://offpeak.my/assets/restaurant/874/gallery/601eb28eb7498a81f40255a80932891d_sq.jpg,Chinese,"Kuala Lumpur",65,25%,4,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
877,"Myth Eatery & Bar (Ipoh)",http://offpeak.my/restaurant/877/myth-eatery-bar-ipoh,http://offpeak.my/assets/restaurant/877/gallery/142bbf070e72456563c5c18d37d222b8_sq.jpg,Western,Perak,295,30%,3,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
879,"Ticklish Ribs & Wiches (Seapark)",http://offpeak.my/restaurant/879/ticklish-ribs-wiches-seapark,http://offpeak.my/assets/restaurant/879/gallery/5705379ff425828253df94dac34eabd1_sq.JPG,Fusion,Selangor,534,20%,5,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
880,"Secret Of Louisiana (Plaza Kelana Jaya)",http://offpeak.my/restaurant/880/secret-of-louisiana-plaza-kelana-jaya,http://offpeak.my/assets/restaurant/880/gallery/58c84543fbfc37db6fe621cec9fa1511_sq.jpg,Western,Selangor,288,10%,19,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
882,"CaliBurger (Avenue K)",http://offpeak.my/restaurant/882/caliburger-avenue-k,http://offpeak.my/assets/restaurant/882/gallery/8d5482ae44c67a9313aa0cceb46b40c5_sq.png,American,"Kuala Lumpur",85,20%,3,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
885,"Gomok (Ipoh)",http://offpeak.my/restaurant/885/gomok-ipoh,http://offpeak.my/assets/restaurant/885/gallery/bde6a12767c87afa7f23481db9360943_sq.jpg,Western,Perak,0,10%,14,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",1
891,"Hokkaido Japanese Cuisine (Ipoh)",http://offpeak.my/restaurant/891/hokkaido-japanese-cuisine-ipoh,http://offpeak.my/assets/restaurant/891/gallery/3cebf835d88c35c64eb8ac32faf4a76c_sq.jpg,Japanese,Perak,795,35%,15,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
904,"Swich Cafe (Publika)",http://offpeak.my/restaurant/904/swich-cafe-publika,http://offpeak.my/assets/restaurant/904/gallery/9ab166c21f9c60a7ee14a3aae391c1f7_sq.jpg,Bakery,"Kuala Lumpur",81,10%,2,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
905,"Swich Cafe (Uptown)",http://offpeak.my/restaurant/905/swich-cafe-uptown,http://offpeak.my/assets/restaurant/905/gallery/3be55c817373b75f5b7cf89a1580c2bc_sq.jpg,Bakery,Selangor,10,10%,1,56,"2017-04-28 11:52:53","2017-04-28 11:52:53",0
907,"Oriental Kitchen Restaurant (KD)",http://offpeak.my/restaurant/907/oriental-kitchen-restaurant-kd,http://offpeak.my/assets/restaurant/907/gallery/001f3e620bea8c0261db63ff4590504a_sq.JPG,Chinese,Selangor,257,10%,20,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
913,"Nouveau 7 (10 Boulevard)",http://offpeak.my/restaurant/913/nouveau-7-10-boulevard,http://offpeak.my/assets/restaurant/913/gallery/05fb6ff4fd3373aed2a1dfcc17d6f38c_sq.jpg,Café,Bistro,117,20%,18,55,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
916,"Mille Caffe (Kepong)",http://offpeak.my/restaurant/916/mille-caffe-kepong,http://offpeak.my/assets/restaurant/916/gallery/a0567699dee19ce1245d30eb7a5ac018_sq.jpg,Café,Bistro,496,20%,20,16,"2017-04-28 11:52:19","2017-04-28 11:52:19",0
920,"Zeus Darts (Sri Petaling)",http://offpeak.my/restaurant/920/zeus-darts-sri-petaling,http://offpeak.my/assets/restaurant/920/gallery/e3963c466827e94a8c2d4fa30904a15f_sq.jpg,Café,Bistro,49,20%,17,54,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
926,"Sugarland Cafe (Kota Kemuning)",http://offpeak.my/restaurant/926/sugarland-cafe-kota-kemuning,http://offpeak.my/assets/restaurant/926/gallery/ede38de5cc0ee3ccf284f1e9e31284aa_sq.jpg,Café,Bistro,347,30%,16,54,"2017-04-28 11:52:52","2017-04-28 11:52:52",0
927,"Sips & Bites Cafe (Kota Kemuning)",http://offpeak.my/restaurant/927/sips-bites-cafe-kota-kemuning,http://offpeak.my/assets/restaurant/927/gallery/5b664835b9b066e018bbafb5a79a1446_sq.jpg,Café,Bistro,453,10%,15,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
931,"乐轩 Lok Hin Dim Sum Restaurant (Ipoh)",http://offpeak.my/restaurant/931/lok-hin-dim-sum-restaurant-ipoh,http://offpeak.my/assets/restaurant/931/gallery/c9b3c1a0d1ff21c5a3cedebd8a310028_sq.jpg,Chinese,Perak,303,15%,14,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
934,"The Daily Press Coffee (Klang)",http://offpeak.my/restaurant/934/the-daily-press-coffee-klang,http://offpeak.my/assets/restaurant/934/gallery/09730c105b798b5d04e1101a5f39125d_sq.jpg,Café,Bistro,250,10%,13,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
939,"Grandeur Gallery Cafe (Kota Kemuning)",http://offpeak.my/restaurant/939/grandeur-gallery-cafe-kota-kemuning,http://offpeak.my/assets/restaurant/939/gallery/556b83cbcc6779196fd6df05f6567713_sq.jpg,Café,Bistro,384,15%,11,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
943,"奇苑 Qi Yuan (Ipoh)",http://offpeak.my/restaurant/943/qi-yuan-ipoh,http://offpeak.my/assets/restaurant/943/gallery/c8a0d8d887c8cee660106f9f4c878717_sq.JPG,Chinese,Perak,493,15%,10,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
947,"Red Chilli Restaurant & Cafe (Klang)",http://offpeak.my/restaurant/947/red-chilli-restaurant-cafe-klang,http://offpeak.my/assets/restaurant/947/gallery/b1e020cdf73f902cf7edfa433896cc0d_sq.jpg,Café,Bistro,432,15%,16,32,"2017-04-28 11:52:33","2017-04-28 11:52:33",0
948,"Penang Wok Restaurant (Klang)",http://offpeak.my/restaurant/948/penang-wok-restaurant-klang,http://offpeak.my/assets/restaurant/948/gallery/f12f63df664ac3f493b8863e76299a34_sq.jpg,Asian,Selangor,561,10%,9,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
949,"Caffe Coffea (Klang)",http://offpeak.my/restaurant/949/caffe-coffea-klang,http://offpeak.my/assets/restaurant/949/gallery/8c43ba26f589fb5a10dc577570bba437_sq.jpg,Café,Bistro,1145,20%,8,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
955,"Vietnam Diem Hen (Ipoh)",http://offpeak.my/restaurant/955/vietnam-diem-hen-ipoh,http://offpeak.my/assets/restaurant/955/gallery/31f3550a5f46aadd4e6e7c6476850417_sq.jpg,Vietnamese,Perak,196,15%,6,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
956,"Capricciosa (Sunway Putra Mall)",http://offpeak.my/restaurant/956/capricciosa-sunway-putra-mall,http://offpeak.my/assets/restaurant/956/gallery/2c786c0cce90173fd0b2c2c3a6253eeb_sq.jpg,Italian,"Kuala Lumpur",654,40%,7,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
957,"House Restaurant Bar Winepost (G Tower)",http://offpeak.my/restaurant/957/house-restaurant-bar-winepost-g-tower,http://offpeak.my/assets/restaurant/957/gallery/5728f4f52a80c3556bd623d9818b7829_sq.jpg,Western,"Kuala Lumpur",788,40%,4,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
958,"Comic Coffee (Klang)",http://offpeak.my/restaurant/958/comic-coffee-klang,http://offpeak.my/assets/restaurant/958/gallery/5093be0e25b8ad04fe01f270a79e5d64_sq.jpg,Café,Bistro,822,15%,5,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
963,"My Little Herbal Tea & Cafe Signature",http://offpeak.my/restaurant/963/my-little-herbal-tea-cafe-signature,http://offpeak.my/assets/restaurant/963/gallery/37f217bf39ea6754426a70a2b6bc611a_sq.jpg,Fusion,Selangor,1418,15%,3,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
964,"Restaurant Super HLT (Ipoh)",http://offpeak.my/restaurant/964/restaurant-super-hlt-ipoh,http://offpeak.my/assets/restaurant/964/gallery/6ac96e99ecb7ddeef52195feaedff331_sq.jpg,Chinese,Perak,20,15%,2,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
968,"IGGO (Setia Alam)",http://offpeak.my/restaurant/968/iggo-setia-alam,http://offpeak.my/assets/restaurant/968/gallery/f1512134b2de732b677b8b81fcbd99b8_sq.jpg,Italian,Selangor,2011,20%,20,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
969,"Alibaba In The Cloud (Kuchai Lama)",http://offpeak.my/restaurant/969/alibaba-in-the-cloud-kuchai-lama,http://offpeak.my/assets/restaurant/969/gallery/19027722bda87fd6f5fc0f58f6f05af0_sq.jpg,Café,Bistro,30,15%,1,54,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
971,"Haru Tei (Setapak)",http://offpeak.my/restaurant/971/haru-tei-setapak,http://offpeak.my/assets/restaurant/971/gallery/c4a1562d7633ff58ab45f22501dc22c2_sq.jpg,Japanese,"Kuala Lumpur",108,15%,19,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
974,"Transit Coffee House @ Hotel Transit",http://offpeak.my/restaurant/974/transit-coffee-house-at-hotel-transit,http://offpeak.my/assets/restaurant/974/gallery/0b7190429eade5907ef3a48456f51996_sq.jpg,International,Selangor,108,30%,18,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
977,"Sheesh Mahal Fine Pakistan Cuisine (SS15)",http://offpeak.my/restaurant/977/sheesh-mahal-fine-pakistan-cuisine-ss15,http://offpeak.my/assets/restaurant/977/gallery/c035c70b40e02f55c30e4c78364f3248_sq.jpg,Pakistani,Selangor,134,20%,17,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
980,"MELTS (Avenue K)",http://offpeak.my/restaurant/980/melts-avenue-k,http://offpeak.my/assets/restaurant/980/gallery/fe990ee78f07ab7d053ad499fd209e4a_sq.jpg,American,"Kuala Lumpur",627,25%,16,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
981,"Lobbee - Thai Connection (Empire Damansara)",http://offpeak.my/restaurant/981/lobbee-thai-connection-empire-damansara,http://offpeak.my/assets/restaurant/981/gallery/17bb6ac08f41cff7f244f882a09c7ac7_sq.jpg,Thai,Selangor,78,20%,1,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
982,"Rokko Japanese Grill Dining (KL)",http://offpeak.my/restaurant/982/rokko-japanese-grill-dining-kl,http://offpeak.my/assets/restaurant/982/gallery/0f3083a9d76e49ceaa5bbdc9a61904e8_sq.png,Japanese,"Kuala Lumpur",389,30%,15,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
984,"Soft Shell Crab Specialist (Seri Kembangan)",http://offpeak.my/restaurant/984/soft-shell-crab-specialist-seri-kembangan,http://offpeak.my/assets/restaurant/984/gallery/6a3ed24fa2b38e5c16b8f5b047188be6_sq.jpg,Seafood,Selangor,238,30%,13,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
985,"Dao Dao Dessert House (Puchong)",http://offpeak.my/restaurant/985/dao-dao-dessert-house-puchong,http://offpeak.my/assets/restaurant/985/gallery/1ee94a183686d2c3f9ffd48d60bfe5e7_sq.JPG,Dessert,Selangor,1592,10%,14,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
987,"Marjorina Cafe (Kajang)",http://offpeak.my/restaurant/987/marjorina-cafe-kajang,http://offpeak.my/assets/restaurant/987/gallery/de1262749e5883de426cf07ab0f2343d_sq.jpg,Café,Bistro,509,20%,11,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
988,"Kita Kita Cafe (Bukit Damansara)",http://offpeak.my/restaurant/988/kita-kita-cafe-bukit-damansara,http://offpeak.my/assets/restaurant/988/gallery/b5331f8d22143981766768bfdd4268a4_sq.jpg,Café,Bistro,45,10%,12,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
991,"Nihonkai Japanese Restaurant (Kota Kemuning)",http://offpeak.my/restaurant/991/nihonkai-japanese-restaurant-kota-kemuning,http://offpeak.my/assets/restaurant/991/gallery/97668494408540ad79018dc167148db3_sq.jpg,Japanese,Selangor,1031,10%,10,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
994,"The Counter (Pavilion)",http://offpeak.my/restaurant/994/the-counter-pavilion,http://offpeak.my/assets/restaurant/994/gallery/08eb0ad7c472a2123258119480dea79c_sq.jpg,Burger,"Kuala Lumpur",575,25%,9,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
995,"The Built (Nu Sentral)",http://offpeak.my/restaurant/995/the-built-nu-sentral,http://offpeak.my/assets/restaurant/995/gallery/641ed1a27e6387c30e0315eeaedab924_sq.jpg,Burger,"Kuala Lumpur",1587,15%,8,53,"2017-04-28 11:52:51","2017-04-28 12:10:48",0
997,"Chatramue (IOI City Mall)",http://offpeak.my/restaurant/997/chatramue-ioi-city-mall,http://offpeak.my/assets/restaurant/997/gallery/abbb44c059638920f943346abd212d46_sq.jpg,Dessert,Selangor,673,15%,6,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
998,"Chatramue (Berjaya Times Square)",http://offpeak.my/restaurant/998/chatramue-berjaya-times-square,http://offpeak.my/assets/restaurant/998/gallery/af2d90c446a91a69e37c4ef53f645d3e_sq.jpg,Dessert,"Kuala Lumpur",515,15%,5,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
